SUID;adjustedPValue_Bingo-gbm-unique;description_Bingo-gbm-unique;N_Bingo-gbm-unique;name;nn_Bingo-gbm-unique;nodeFillColor_Bingo-gbm-unique;nodeFontSize_Bingo-gbm-unique;nodeSize_Bingo-gbm-unique;nodeType_Bingo-gbm-unique;pValue_Bingo-gbm-unique;selected;shared name;X_Bingo-gbm-unique;xx_Bingo-gbm-unique
113377;4.68E-02;reproductive developmental process;14305;3006;295;1.329447951;14;11.66190379;ellipse;9.72E-03;false;3006;1087;34
112385;4.79E-02;negative regulation of cyclin-dependent protein kinase activity;14305;45736;12;1.319550232;14;4;ellipse;1.00E-02;false;45736;1087;4
112814;4.79E-02;positive regulation of collagen metabolic process;14305;10714;12;1.319550232;14;4;ellipse;1.00E-02;false;10714;1087;4
113732;4.79E-02;positive regulation of collagen biosynthetic process;14305;32967;12;1.319550232;14;4;ellipse;1.00E-02;false;32967;1087;4
116662;4.79E-02;blood vessel endothelial cell migration;14305;43534;12;1.319550232;14;4;ellipse;1.00E-02;false;43534;1087;4
117006;4.79E-02;vesicle targeting, to, from or within Golgi;14305;48199;12;1.319550232;14;4;ellipse;1.00E-02;false;48199;1087;4
119090;4.79E-02;protein targeting;14305;6605;201;1.319550232;14;10;ellipse;1.00E-02;false;6605;1087;25
115493;4.98E-02;response to ionizing radiation;14305;10212;66;1.303173552;14;6.633249581;ellipse;1.04E-02;false;10212;1087;11
113823;5.00E-02;positive regulation of cell development;14305;10720;84;1.300968191;14;7.211102551;ellipse;1.05E-02;false;10720;1087;13
115947;5.04E-02;cellular response to biotic stimulus;14305;71216;49;1.297352577;14;6;ellipse;1.06E-02;false;71216;1087;9
112906;5.17E-02;immune response-activating cell surface receptor signaling pathway;14305;2429;41;1.286154347;14;5.656854249;ellipse;1.09E-02;false;2429;1087;8
111166;5.18E-02;response to wounding;14305;9611;541;1.285463927;14;14.96662955;ellipse;1.09E-02;false;9611;1087;56
113527;5.46E-02;ncRNA processing;14305;34470;193;1.263041448;14;9.797958971;ellipse;1.15E-02;false;34470;1087;24
113608;5.47E-02;negative regulation of gene-specific transcription;14305;32582;85;1.262311942;14;7.211102551;ellipse;1.15E-02;false;32582;1087;13
116524;5.47E-02;cell-matrix adhesion;14305;7160;85;1.262311942;14;7.211102551;ellipse;1.15E-02;false;7160;1087;13
112516;5.52E-02;hydrogen peroxide metabolic process;14305;42743;26;1.258381215;14;4.898979486;ellipse;1.17E-02;false;42743;1087;6
115086;5.52E-02;embryo implantation;14305;7566;26;1.258381215;14;4.898979486;ellipse;1.17E-02;false;7566;1087;6
115287;5.52E-02;negative regulation of T cell proliferation;14305;42130;26;1.258381215;14;4.898979486;ellipse;1.17E-02;false;42130;1087;6
111273;5.52E-02;negative regulation of DNA-dependent DNA replication initiation;14305;32297;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;32297;1087;3
111287;5.52E-02;purine nucleoside diphosphate metabolic process;14305;9135;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;9135;1087;3
111416;5.52E-02;regulation of steroid hormone receptor signaling pathway;14305;33143;19;1.258188754;14;4.472135955;ellipse;1.19E-02;false;33143;1087;5
111601;5.52E-02;purine ribonucleoside diphosphate metabolic process;14305;9179;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;9179;1087;3
111700;5.52E-02;regulation of microtubule-based process;14305;32886;50;1.258188754;14;6;ellipse;1.21E-02;false;32886;1087;9
111903;5.52E-02;pallium development;14305;21543;50;1.258188754;14;6;ellipse;1.21E-02;false;21543;1087;9
112116;5.52E-02;modulation by host of symbiont transcription;14305;52472;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;52472;1087;3
112117;5.52E-02;modulation by host of viral transcription;14305;43921;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;43921;1087;3
112168;5.52E-02;patterning of blood vessels;14305;1569;19;1.258188754;14;4.472135955;ellipse;1.19E-02;false;1569;1087;5
112799;5.52E-02;receptor clustering;14305;43113;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;43113;1087;3
113210;5.52E-02;regulation of mammary gland epithelial cell proliferation;14305;33599;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;33599;1087;3
113306;5.52E-02;nucleoside diphosphate biosynthetic process;14305;9133;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;9133;1087;3
113451;5.52E-02;cellular response to oxygen radical;14305;71450;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;71450;1087;3
113658;5.52E-02;regulation of cytokinesis;14305;32465;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;32465;1087;3
113772;5.52E-02;removal of superoxide radicals;14305;19430;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;19430;1087;3
114061;5.52E-02;protein neddylation;14305;45116;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;45116;1087;3
115163;5.52E-02;somatic diversification of immunoglobulins;14305;16445;19;1.258188754;14;4.472135955;ellipse;1.19E-02;false;16445;1087;5
115325;5.52E-02;regulation of hydrogen peroxide metabolic process;14305;10310;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;10310;1087;3
115359;5.52E-02;chromatin disassembly;14305;31498;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;31498;1087;3
115748;5.52E-02;cellular response to superoxide;14305;71451;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;71451;1087;3
115976;5.52E-02;regulation of centrosome duplication;14305;10824;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;10824;1087;3
117027;5.52E-02;protein-DNA complex disassembly;14305;32986;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;32986;1087;3
117028;5.52E-02;nucleosome disassembly;14305;6337;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;6337;1087;3
117599;5.52E-02;N-terminal protein amino acid acetylation;14305;6474;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;6474;1087;3
117683;5.52E-02;reproductive structure development;14305;48608;163;1.258188754;14;9.16515139;ellipse;1.19E-02;false;48608;1087;21
117896;5.52E-02;modulation of transcription in other organism involved in symbiotic interaction;14305;52312;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;52312;1087;3
117913;5.52E-02;chaperone-mediated protein complex assembly;14305;51131;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;51131;1087;3
118233;5.52E-02;cerebral cortex radially oriented cell migration;14305;21799;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;21799;1087;3
118635;5.52E-02;fibrinolysis;14305;42730;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;42730;1087;3
118677;5.52E-02;cytoskeletal anchoring at plasma membrane;14305;7016;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;7016;1087;3
118938;5.52E-02;protein heterotetramerization;14305;51290;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;51290;1087;3
120066;5.52E-02;DNA replication checkpoint;14305;76;7;1.258188754;14;3.464101615;ellipse;1.21E-02;false;76;1087;3
115384;5.58E-02;reproduction;14305;3;810;1.253561559;14;17.77638883;ellipse;1.23E-02;false;3;1087;79
117126;5.63E-02;response to oxidative stress;14305;6979;184;1.249409218;14;9.591663047;ellipse;1.24E-02;false;6979;1087;23
111009;5.67E-02;negative regulation of T cell activation;14305;50868;42;1.24630693;14;5.656854249;ellipse;1.26E-02;false;50868;1087;8
111701;5.67E-02;regulation of microtubule cytoskeleton organization;14305;70507;42;1.24630693;14;5.656854249;ellipse;1.26E-02;false;70507;1087;8
113877;5.67E-02;ATP synthesis coupled proton transport;14305;15986;42;1.24630693;14;5.656854249;ellipse;1.26E-02;false;15986;1087;8
117267;5.67E-02;energy coupled proton transport, down electrochemical gradient;14305;15985;42;1.24630693;14;5.656854249;ellipse;1.26E-02;false;15985;1087;8
118562;5.73E-02;proton transport;14305;15992;59;1.241798024;14;6.32455532;ellipse;1.27E-02;false;15992;1087;10
112270;5.76E-02;regulation of gene-specific transcription from RNA polymerase II promoter;14305;10551;154;1.239480386;14;8.94427191;ellipse;1.28E-02;false;10551;1087;20
112564;5.81E-02;telencephalon development;14305;21537;77;1.235607378;14;6.92820323;ellipse;1.29E-02;false;21537;1087;12
110986;5.83E-02;regulation of anatomical structure morphogenesis;14305;22603;301;1.234686342;14;11.66190379;ellipse;1.30E-02;false;22603;1087;34
115180;5.93E-02;transcription;14305;6350;345;1.226779355;14;12.32882801;ellipse;1.32E-02;false;6350;1087;38
114350;5.95E-02;positive regulation of I-kappaB kinase/NF-kappaB cascade;14305;43123;115;1.225310412;14;8;ellipse;1.33E-02;false;43123;1087;16
117738;6.00E-02;sex differentiation;14305;7548;175;1.221652985;14;9.38083152;ellipse;1.34E-02;false;7548;1087;22
111881;6.01E-02;activation of immune response;14305;2253;96;1.221105121;14;7.483314774;ellipse;1.34E-02;false;2253;1087;14
112458;6.02E-02;regulation of nervous system development;14305;51960;227;1.220524023;14;10.39230485;ellipse;1.35E-02;false;51960;1087;27
113429;6.05E-02;regulation of CD4-positive, alpha beta T cell differentiation;14305;43370;13;1.218165381;14;4;ellipse;1.36E-02;false;43370;1087;4
113569;6.05E-02;ovulation from ovarian follicle;14305;1542;13;1.218165381;14;4;ellipse;1.36E-02;false;1542;1087;4
113829;6.05E-02;production of miRNAs involved in gene silencing by miRNA;14305;35196;13;1.218165381;14;4;ellipse;1.36E-02;false;35196;1087;4
115856;6.05E-02;synaptic transmission, glutamatergic;14305;35249;13;1.218165381;14;4;ellipse;1.36E-02;false;35249;1087;4
112913;6.07E-02;negative regulation of lymphocyte activation;14305;51250;51;1.216864083;14;6;ellipse;1.37E-02;false;51250;1087;9
116455;6.07E-02;regulation of transforming growth factor beta receptor signaling pathway;14305;17015;51;1.216864083;14;6;ellipse;1.37E-02;false;17015;1087;9
117556;6.07E-02;protein modification by small protein removal;14305;70646;51;1.216864083;14;6;ellipse;1.37E-02;false;70646;1087;9
111167;6.21E-02;response to axon injury;14305;48678;27;1.206832468;14;4.898979486;ellipse;1.41E-02;false;48678;1087;6
113231;6.21E-02;regulation of transcription;14305;45449;2622;1.206832468;14;30.13303835;ellipse;1.40E-02;false;45449;1087;227
115462;6.21E-02;regulation of acute inflammatory response;14305;2673;27;1.206832468;14;4.898979486;ellipse;1.41E-02;false;2673;1087;6
115647;6.21E-02;cellular macromolecular complex disassembly;14305;34623;27;1.206832468;14;4.898979486;ellipse;1.41E-02;false;34623;1087;6
118187;6.21E-02;macromolecular complex disassembly;14305;32984;27;1.206832468;14;4.898979486;ellipse;1.41E-02;false;32984;1087;6
117152;6.27E-02;response to mechanical stimulus;14305;9612;60;1.202522094;14;6.32455532;ellipse;1.42E-02;false;9612;1087;10
111233;6.31E-02;response to biotic stimulus;14305;9607;447;1.199909473;14;13.7113092;ellipse;1.43E-02;false;9607;1087;47
115583;6.34E-02;positive regulation of cell cycle process;14305;90068;43;1.197666326;14;5.656854249;ellipse;1.44E-02;false;90068;1087;8
111928;6.38E-02;regulation of cellular component movement;14305;51270;239;1.195438589;14;10.58300524;ellipse;1.45E-02;false;51270;1087;28
115206;6.39E-02;negative regulation of growth;14305;45926;126;1.194469652;14;8.246211251;ellipse;1.46E-02;false;45926;1087;17
117168;6.51E-02;regulation of stress fiber assembly;14305;51492;20;1.186199179;14;4.472135955;ellipse;1.49E-02;false;51492;1087;5
111695;6.62E-02;response to cytokine stimulus;14305;34097;107;1.178936048;14;7.745966692;ellipse;1.52E-02;false;34097;1087;15
112195;6.62E-02;anatomical structure homeostasis;14305;60249;107;1.178936048;14;7.745966692;ellipse;1.52E-02;false;60249;1087;15
112363;6.80E-02;regulation of cellular localization;14305;60341;305;1.167637349;14;11.66190379;ellipse;1.56E-02;false;60341;1087;34
112841;6.82E-02;chordate embryonic development;14305;43009;360;1.166164448;14;12.489996;ellipse;1.56E-02;false;43009;1087;39
113224;6.83E-02;ribonucleotide biosynthetic process;14305;9260;127;1.165670471;14;8.246211251;ellipse;1.57E-02;false;9260;1087;17
114832;6.85E-02;positive regulation of locomotion;14305;40017;137;1.164406005;14;8.485281374;ellipse;1.57E-02;false;40017;1087;18
111317;6.90E-02;misfolded or incompletely synthesized protein catabolic process;14305;6515;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6515;1087;2
111368;6.90E-02;L-serine biosynthetic process;14305;6564;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6564;1087;2
111834;6.90E-02;regulation of glucagon secretion;14305;70092;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;70092;1087;2
112412;6.90E-02;negative regulation of stress-activated MAPK cascade;14305;32873;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;32873;1087;2
112531;6.90E-02;negative regulation of histone acetylation;14305;35067;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;35067;1087;2
112584;6.90E-02;positive regulation of nuclease activity;14305;32075;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;32075;1087;2
112718;6.90E-02;hydrogen transport;14305;6818;61;1.161053478;14;6.32455532;ellipse;1.59E-02;false;6818;1087;10
112750;6.90E-02;regulation of glucocorticoid metabolic process;14305;31943;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;31943;1087;2
113176;6.90E-02;cell morphogenesis involved in differentiation;14305;904;241;1.161053478;14;10.58300524;ellipse;1.61E-02;false;904;1087;28
113217;6.90E-02;positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process;14305;45425;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;45425;1087;2
113366;6.90E-02;positive regulation of mRNA processing;14305;50685;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;50685;1087;2
113438;6.90E-02;layer formation in the cerebral cortex;14305;21819;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;21819;1087;2
113558;6.90E-02;regulation of calcium ion import;14305;90279;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;90279;1087;2
113800;6.90E-02;mitotic metaphase/anaphase transition;14305;7091;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;7091;1087;2
114558;6.90E-02;negative regulation of centrosome duplication;14305;10826;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;10826;1087;2
114574;6.90E-02;maintenance of chromatin silencing;14305;6344;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6344;1087;2
115053;6.90E-02;cellular response to ATP;14305;71318;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;71318;1087;2
115201;6.90E-02;tertiary branching involved in mammary gland duct morphogenesis;14305;60748;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;60748;1087;2
115232;6.90E-02;base-excision repair, DNA ligation;14305;6288;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6288;1087;2
115597;6.90E-02;glial cell proliferation;14305;14009;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;14009;1087;2
116484;6.90E-02;corpus callosum development;14305;22038;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;22038;1087;2
116735;6.90E-02;positive regulation of cell adhesion mediated by integrin;14305;33630;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;33630;1087;2
116813;6.90E-02;ribosomal protein import into nucleus;14305;6610;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6610;1087;2
117076;6.90E-02;centrosome separation;14305;51299;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;51299;1087;2
117171;6.90E-02;sequestering of calcium ion;14305;51208;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;51208;1087;2
117463;6.90E-02;positive regulation of mRNA 3'-end processing;14305;31442;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;31442;1087;2
117529;6.90E-02;adherens junction assembly;14305;34333;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;34333;1087;2
117899;6.90E-02;cardiac epithelial to mesenchymal transition;14305;60317;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;60317;1087;2
118277;6.90E-02;fumarate metabolic process;14305;6106;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6106;1087;2
118652;6.90E-02;threonyl-tRNA aminoacylation;14305;6435;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6435;1087;2
119075;6.90E-02;lagging strand elongation;14305;6273;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;6273;1087;2
119222;6.90E-02;response to vitamin E;14305;33197;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;33197;1087;2
119520;6.90E-02;regulation of alkaline phosphatase activity;14305;10692;3;1.161053478;14;2.828427125;ellipse;1.64E-02;false;10692;1087;2
115160;7.01E-02;purine ribonucleotide biosynthetic process;14305;9152;118;1.154568744;14;8;ellipse;1.67E-02;false;9152;1087;16
112101;7.03E-02;lung alveolus development;14305;48286;28;1.153215971;14;4.898979486;ellipse;1.68E-02;false;48286;1087;6
114146;7.03E-02;negative regulation of peptidase activity;14305;10466;28;1.153215971;14;4.898979486;ellipse;1.68E-02;false;10466;1087;6
117549;7.03E-02;locomotion;14305;40011;440;1.153215971;14;13.56465997;ellipse;1.68E-02;false;40011;1087;46
117105;7.14E-02;regulation of JAK-STAT cascade;14305;46425;36;1.146328739;14;5.291502622;ellipse;1.71E-02;false;46425;1087;7
112366;7.22E-02;cell-substrate adhesion;14305;31589;99;1.141645083;14;7.483314774;ellipse;1.73E-02;false;31589;1087;14
111108;7.25E-02;negative regulation of intracellular protein kinase cascade;14305;10741;53;1.139933205;14;6;ellipse;1.74E-02;false;10741;1087;9
113098;7.25E-02;negative regulation of neuron apoptosis;14305;43524;53;1.139933205;14;6;ellipse;1.74E-02;false;43524;1087;9
117215;7.25E-02;ion transmembrane transport;14305;34220;53;1.139933205;14;6;ellipse;1.74E-02;false;34220;1087;9
111528;7.39E-02;positive regulation of peptidyl-serine phosphorylation;14305;33138;14;1.131288958;14;4;ellipse;1.79E-02;false;33138;1087;4
111697;7.39E-02;sister chromatid cohesion;14305;7062;14;1.131288958;14;4;ellipse;1.79E-02;false;7062;1087;4
111970;7.39E-02;trophectodermal cell differentiation;14305;1829;14;1.131288958;14;4;ellipse;1.79E-02;false;1829;1087;4
113465;7.39E-02;regulation of epithelial to mesenchymal transition;14305;10717;14;1.131288958;14;4;ellipse;1.79E-02;false;10717;1087;4
113642;7.39E-02;dsRNA fragmentation;14305;31050;14;1.131288958;14;4;ellipse;1.79E-02;false;31050;1087;4
115152;7.39E-02;spindle checkpoint;14305;31577;14;1.131288958;14;4;ellipse;1.79E-02;false;31577;1087;4
116486;7.39E-02;cellular response to dsRNA;14305;71359;14;1.131288958;14;4;ellipse;1.79E-02;false;71359;1087;4
118153;7.39E-02;production of small RNA involved in gene silencing by RNA;14305;70918;14;1.131288958;14;4;ellipse;1.79E-02;false;70918;1087;4
111489;7.41E-02;negative regulation of peptidyl-tyrosine phosphorylation;14305;50732;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;50732;1087;3
111547;7.41E-02;positive regulation of immune system process;14305;2684;265;1.130159955;14;10.95445115;ellipse;1.82E-02;false;2684;1087;30
112143;7.41E-02;positive regulation of cardiac muscle cell proliferation;14305;60045;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;60045;1087;3
112899;7.41E-02;actin filament bundle assembly;14305;51017;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;51017;1087;5
112930;7.41E-02;negative regulation of protein kinase B signaling cascade;14305;51898;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;51898;1087;3
113489;7.41E-02;cellular response to growth hormone stimulus;14305;71378;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;71378;1087;3
113758;7.41E-02;L-serine metabolic process;14305;6563;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;6563;1087;3
114021;7.41E-02;virus-host interaction;14305;19048;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;19048;1087;5
114305;7.41E-02;cell adhesion mediated by integrin;14305;33627;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;33627;1087;3
114445;7.41E-02;regulation of retinoic acid receptor signaling pathway;14305;48385;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;48385;1087;3
114764;7.41E-02;epithelial to mesenchymal transition;14305;1837;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;1837;1087;5
115008;7.41E-02;natural killer cell mediated immunity;14305;2228;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;2228;1087;3
115662;7.41E-02;corticosteroid receptor signaling pathway;14305;31958;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;31958;1087;3
115758;7.41E-02;retrograde vesicle-mediated transport, Golgi to ER;14305;6890;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;6890;1087;5
115826;7.41E-02;regulation of centrosome cycle;14305;46605;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;46605;1087;3
116912;7.41E-02;initiation of viral infection;14305;19059;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;19059;1087;5
118139;7.41E-02;natural killer cell mediated cytotoxicity;14305;42267;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;42267;1087;3
118986;7.41E-02;growth hormone receptor signaling pathway;14305;60396;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;60396;1087;3
120391;7.41E-02;ventricular cardiac muscle cell development;14305;55015;8;1.130159955;14;3.464101615;ellipse;1.83E-02;false;55015;1087;3
121858;7.41E-02;release of cytochrome c from mitochondria;14305;1836;21;1.130159955;14;4.472135955;ellipse;1.83E-02;false;1836;1087;5
111227;7.43E-02;embryonic development ending in birth or egg hatching;14305;9792;364;1.129115202;14;12.489996;ellipse;1.84E-02;false;9792;1087;39
114858;7.57E-02;vasculogenesis;14305;1570;45;1.120815064;14;5.656854249;ellipse;1.88E-02;false;1570;1087;8
115520;7.82E-02;female gonad development;14305;8585;72;1.106961366;14;6.633249581;ellipse;1.94E-02;false;8585;1087;11
118881;7.86E-02;cell junction assembly;14305;34329;54;1.104378416;14;6;ellipse;1.95E-02;false;34329;1087;9
111439;7.93E-02;negative regulation of translation;14305;17148;37;1.100840183;14;5.291502622;ellipse;1.97E-02;false;17148;1087;7
115420;7.93E-02;lymphocyte proliferation;14305;46651;37;1.100840183;14;5.291502622;ellipse;1.97E-02;false;46651;1087;7
115855;7.97E-02;nerve-nerve synaptic transmission;14305;7270;29;1.098516292;14;4.898979486;ellipse;1.99E-02;false;7270;1087;6
115906;8.02E-02;regulation of MAPKKK cascade;14305;43408;161;1.095570093;14;8.94427191;ellipse;2.00E-02;false;43408;1087;20
115122;8.13E-02;ribonucleoside triphosphate biosynthetic process;14305;9201;101;1.089886936;14;7.483314774;ellipse;2.03E-02;false;9201;1087;14
111238;8.57E-02;reproductive process;14305;22414;807;1.066957375;14;17.54992877;ellipse;2.14E-02;false;22414;1087;77
112664;8.71E-02;response to heat;14305;9408;64;1.060087633;14;6.32455532;ellipse;2.18E-02;false;9408;1087;10
114797;8.77E-02;response to virus;14305;9615;142;1.056868052;14;8.485281374;ellipse;2.20E-02;false;9615;1087;18
112880;8.85E-02;negative regulation of mitotic cell cycle;14305;45930;22;1.052833432;14;4.472135955;ellipse;2.23E-02;false;45930;1087;5
114053;8.85E-02;actin filament capping;14305;51693;22;1.052833432;14;4.472135955;ellipse;2.23E-02;false;51693;1087;5
115389;8.85E-02;T cell proliferation;14305;42098;22;1.052833432;14;4.472135955;ellipse;2.23E-02;false;42098;1087;5
120425;8.85E-02;activation of pro-apoptotic gene products;14305;8633;22;1.052833432;14;4.472135955;ellipse;2.23E-02;false;8633;1087;5
112990;8.93E-02;female sex differentiation;14305;46660;83;1.048995002;14;6.92820323;ellipse;2.25E-02;false;46660;1087;12
111732;8.98E-02;nicotinamide nucleotide metabolic process;14305;46496;38;1.046606878;14;5.291502622;ellipse;2.27E-02;false;46496;1087;7
114152;8.98E-02;gene silencing by RNA;14305;31047;38;1.046606878;14;5.291502622;ellipse;2.27E-02;false;31047;1087;7
112813;9.04E-02;positive regulation of multicellular organismal metabolic process;14305;44253;15;1.043664773;14;4;ellipse;2.30E-02;false;44253;1087;4
114640;9.04E-02;nucleoside diphosphate metabolic process;14305;9132;15;1.043664773;14;4;ellipse;2.30E-02;false;9132;1087;4
115715;9.04E-02;establishment or maintenance of apical/basal cell polarity;14305;35088;15;1.043664773;14;4;ellipse;2.30E-02;false;35088;1087;4
116960;9.04E-02;monoamine transport;14305;15844;15;1.043664773;14;4;ellipse;2.30E-02;false;15844;1087;4
118165;9.04E-02;positive regulation of cell-matrix adhesion;14305;1954;15;1.043664773;14;4;ellipse;2.30E-02;false;1954;1087;4
118894;9.04E-02;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;14305;42771;15;1.043664773;14;4;ellipse;2.30E-02;false;42771;1087;4
119170;9.04E-02;response to radiation;14305;9314;216;1.043664773;14;10;ellipse;2.30E-02;false;9314;1087;25
119483;9.04E-02;regulation of cell cycle arrest;14305;71156;15;1.043664773;14;4;ellipse;2.30E-02;false;71156;1087;4
111868;9.12E-02;telomere maintenance;14305;723;30;1.040004395;14;4.898979486;ellipse;2.33E-02;false;723;1087;6
115024;9.12E-02;negative regulation of intracellular transport;14305;32387;30;1.040004395;14;4.898979486;ellipse;2.33E-02;false;32387;1087;6
116953;9.12E-02;protein localization in nucleus;14305;34504;93;1.040004395;14;7.211102551;ellipse;2.32E-02;false;34504;1087;13
117106;9.12E-02;regulation of tyrosine phosphorylation of STAT protein;14305;42509;30;1.040004395;14;4.898979486;ellipse;2.33E-02;false;42509;1087;6
115121;9.27E-02;nucleoside triphosphate biosynthetic process;14305;9142;103;1.032850811;14;7.483314774;ellipse;2.37E-02;false;9142;1087;14
112180;9.33E-02;cell surface receptor linked signaling pathway;14305;7166;1280;1.030338508;14;21.54065923;ellipse;2.39E-02;false;7166;1087;116
114412;9.33E-02;neuron development;14305;48666;326;1.030338508;14;11.83215957;ellipse;2.39E-02;false;48666;1087;35
115117;9.35E-02;regulation of myeloid leukocyte differentiation;14305;2761;47;1.028973226;14;5.656854249;ellipse;2.40E-02;false;2761;1087;8
114957;9.38E-02;skeletal muscle tissue development;14305;7519;65;1.027840485;14;6.32455532;ellipse;2.41E-02;false;7519;1087;10
112878;9.47E-02;negative regulation of leukocyte activation;14305;2695;56;1.023468382;14;6;ellipse;2.43E-02;false;2695;1087;9
113074;9.70E-02;response to light stimulus;14305;9416;144;1.013127071;14;8.485281374;ellipse;2.49E-02;false;9416;1087;18
114943;9.86E-02;MAPKKK cascade;14305;165;186;1.006069183;14;9.38083152;ellipse;2.54E-02;false;165;1087;22
112881;9.91E-02;negative regulation of S phase of mitotic cell cycle;14305;45749;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;45749;1087;3
113038;9.91E-02;embryonic foregut morphogenesis;14305;48617;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;48617;1087;3
113497;9.91E-02;establishment of mitotic spindle localization;14305;40001;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;40001;1087;3
113836;9.91E-02;B cell homeostasis;14305;1782;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;1782;1087;3
113929;9.91E-02;chemical homeostasis within a tissue;14305;48875;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;48875;1087;3
113970;9.91E-02;nuclear envelope organization;14305;6998;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;6998;1087;3
114137;9.91E-02;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;14305;6978;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;6978;1087;3
114312;9.91E-02;pentose-phosphate shunt;14305;6098;9;1.00387532;14;3.464101615;ellipse;2.60E-02;false;6098;1087;3
114602;9.91E-02;mitochondrial transport;14305;6839;75;1.00387532;14;6.633249581;ellipse;2.56E-02;false;6839;1087;11
