SUID;adjustedPValue_Bingo-glioma-unique;description_Bingo-glioma-unique;N_Bingo-glioma-unique;name;nn_Bingo-glioma-unique;nodeFillColor_Bingo-glioma-unique;nodeFontSize_Bingo-glioma-unique;nodeSize_Bingo-glioma-unique;nodeType_Bingo-glioma-unique;pValue_Bingo-glioma-unique;selected;shared name;X_Bingo-glioma-unique;xx_Bingo-glioma-unique
133507;1.93E-08;regulation of cellular metabolic process;14306;31323;3736;7.715151006;14;23.91652149;ellipse;5.40E-10;false;31323;348;143
134454;2.21E-08;signal complex assembly;14306;7172;15;7.65541779;14;5.656854249;ellipse;6.28E-10;false;7172;348;8
135211;2.27E-08;positive regulation of catalytic activity;14306;43085;553;7.643905403;14;12.64911064;ellipse;6.53E-10;false;43085;348;40
135215;3.24E-08;mitotic cell cycle;14306;278;380;7.489491271;14;11.3137085;ellipse;9.44E-10;false;278;348;32
133618;4.17E-08;regulation of epidermal growth factor receptor activity;14306;7176;16;7.380251512;14;5.656854249;ellipse;1.23E-09;false;7176;348;8
136042;4.60E-08;peptidyl-tyrosine phosphorylation;14306;18108;39;7.33722809;14;6.633249581;ellipse;1.37E-09;false;18108;348;11
133260;6.13E-08;regulation of anti-apoptosis;14306;45767;40;7.212356966;14;6.633249581;ellipse;1.85E-09;false;45767;348;11
133952;7.25E-08;cellular response to hormone stimulus;14306;32870;161;7.139498483;14;8.94427191;ellipse;2.22E-09;false;32870;348;20
133842;7.34E-08;regulation of protein tyrosine kinase activity;14306;61097;17;7.134496846;14;5.656854249;ellipse;2.27E-09;false;61097;348;8
133288;7.91E-08;peptidyl-tyrosine modification;14306;18212;41;7.101760472;14;6.633249581;ellipse;2.48E-09;false;18212;348;11
133369;8.50E-08;cellular component organization;14306;16043;2563;7.070798653;14;20.68816087;ellipse;2.69E-09;false;16043;348;107
133261;1.12E-07;positive regulation of anti-apoptosis;14306;45768;33;6.951239401;14;6.32455532;ellipse;3.59E-09;false;45768;348;10
133771;1.16E-07;positive regulation of signaling pathway;14306;35468;380;6.936096008;14;11.13552873;ellipse;3.76E-09;false;35468;348;31
133587;1.45E-07;system development;14306;48731;2422;6.837832889;14;20.19900988;ellipse;4.77E-09;false;48731;348;102
133951;1.57E-07;cellular response to endogenous stimulus;14306;71495;169;6.803980285;14;8.94427191;ellipse;5.21E-09;false;71495;348;20
135341;1.64E-07;cellular response to stimulus;14306;51716;987;6.786244232;14;14.83239697;ellipse;5.49E-09;false;51716;348;55
133410;2.09E-07;regulation of localization;14306;32879;727;6.679709317;14;13.41640786;ellipse;7.17E-09;false;32879;348;45
137007;2.09E-07;cell cycle phase;14306;22403;435;6.679709317;14;11.48912529;ellipse;7.10E-09;false;22403;348;33
135431;2.50E-07;regulation of mitotic cell cycle;14306;7346;174;6.602479244;14;8.94427191;ellipse;8.66E-09;false;7346;348;20
138556;2.64E-07;insulin receptor signaling pathway;14306;8286;36;6.578941132;14;6.32455532;ellipse;9.24E-09;false;8286;348;10
135381;3.21E-07;positive regulation of cell cycle;14306;45787;70;6.493826229;14;7.211102551;ellipse;1.14E-08;false;45787;348;13
133983;3.54E-07;regulation of multicellular organismal process;14306;51239;1067;6.45140435;14;15.09966887;ellipse;1.27E-08;false;51239;348;57
138128;3.66E-07;vasculature development;14306;1944;273;6.436364283;14;10;ellipse;1.32E-08;false;1944;348;25
133638;4.14E-07;organ development;14306;48513;1792;6.382690386;14;18;ellipse;1.52E-08;false;48513;348;81
134875;4.14E-07;regulation of growth;14306;40008;359;6.382690386;14;10.77032961;ellipse;1.53E-08;false;40008;348;29
133787;4.34E-07;positive regulation of metabolic process;14306;9893;1018;6.362990707;14;14.83239697;ellipse;1.61E-08;false;9893;348;55
136762;4.82E-07;primary metabolic process;14306;44238;5288;6.316646003;14;26.75817632;ellipse;1.81E-08;false;44238;348;179
134289;5.04E-07;regulation of response to stimulus;14306;48583;524;6.297693989;14;12;ellipse;1.91E-08;false;48583;348;36
133938;5.18E-07;anatomical structure development;14306;48856;2656;6.285444697;14;20.68816087;ellipse;1.99E-08;false;48856;348;107
134631;5.73E-07;cellular metabolic process;14306;44237;4990;6.242002723;14;26.15339366;ellipse;2.22E-08;false;44237;348;171
133731;5.87E-07;regulation of DNA replication;14306;6275;74;6.231568498;14;7.211102551;ellipse;2.29E-08;false;6275;348;13
133748;8.17E-07;blood vessel development;14306;1568;265;6.087672112;14;9.797958971;ellipse;3.22E-08;false;1568;348;24
134803;1.27E-06;small GTPase mediated signal transduction;14306;7264;292;5.897716899;14;10;ellipse;5.04E-08;false;7264;348;25
133788;1.31E-06;positive regulation of macromolecule metabolic process;14306;10604;941;5.883226421;14;14.28285686;ellipse;5.26E-08;false;10604;348;51
133617;1.46E-06;regulation of epidermal growth factor receptor signaling pathway;14306;42058;24;5.835609684;14;5.656854249;ellipse;5.92E-08;false;42058;348;8
137501;1.46E-06;regulation of fibroblast proliferation;14306;48145;43;5.834802125;14;6.32455532;ellipse;5.99E-08;false;48145;348;10
138205;1.50E-06;positive regulation of DNA replication;14306;45740;33;5.823778632;14;6;ellipse;6.20E-08;false;45740;348;9
135944;1.71E-06;regulation of cell migration;14306;30334;216;5.768116626;14;9.16515139;ellipse;7.11E-08;false;30334;348;21
139132;1.73E-06;response to drug;14306;42493;256;5.761395278;14;9.591663047;ellipse;7.28E-08;false;42493;348;23
133371;1.81E-06;regulation of protein amino acid phosphorylation;14306;1932;217;5.741145877;14;9.16515139;ellipse;7.70E-08;false;1932;348;21
136434;2.09E-06;cell cycle process;14306;22402;582;5.679355185;14;12.16552506;ellipse;8.95E-08;false;22402;348;37
133411;2.13E-06;regulation of cellular component movement;14306;51270;239;5.672136174;14;9.38083152;ellipse;9.18E-08;false;51270;348;22
133615;2.67E-06;developmental process;14306;32502;3235;5.574254182;14;22;ellipse;1.16E-07;false;32502;348;121
137613;2.72E-06;positive regulation of intracellular transport;14306;32388;46;5.565635437;14;6.32455532;ellipse;1.19E-07;false;32388;348;10
137534;3.01E-06;positive regulation of protein metabolic process;14306;51247;307;5.520737509;14;10;ellipse;1.33E-07;false;51247;348;25
137909;3.10E-06;MAPKKK cascade;14306;165;186;5.508643984;14;8.717797887;ellipse;1.38E-07;false;165;348;19
133237;3.35E-06;response to peptide hormone stimulus;14306;43434;187;5.475290154;14;8.717797887;ellipse;1.51E-07;false;43434;348;19
136044;3.72E-06;mammary gland development;14306;30879;87;5.429665484;14;7.211102551;ellipse;1.69E-07;false;30879;348;13
135520;4.20E-06;positive regulation of transport;14306;51050;270;5.377082186;14;9.591663047;ellipse;1.92E-07;false;51050;348;23
135934;4.34E-06;negative regulation of programmed cell death;14306;43069;381;5.362120428;14;10.58300524;ellipse;2.00E-07;false;43069;348;28
133473;4.59E-06;regulation of macromolecule metabolic process;14306;60255;3377;5.338361016;14;22.27105745;ellipse;2.13E-07;false;60255;348;124
135293;5.00E-06;cellular response to insulin stimulus;14306;32869;75;5.300813918;14;6.92820323;ellipse;2.34E-07;false;32869;348;12
133239;5.25E-06;gland development;14306;48732;193;5.27995159;14;8.717797887;ellipse;2.48E-07;false;48732;348;19
134197;5.51E-06;cell projection organization;14306;30030;363;5.258726254;14;10.39230485;ellipse;2.62E-07;false;30030;348;27
138882;5.84E-06;G1 phase;14306;51318;20;5.233401376;14;5.291502622;ellipse;2.80E-07;false;51318;348;7
133246;6.15E-06;response to oxygen levels;14306;70482;158;5.210788066;14;8.246211251;ellipse;3.02E-07;false;70482;348;17
133287;6.15E-06;peptidyl-amino acid modification;14306;18193;158;5.210788066;14;8.246211251;ellipse;3.02E-07;false;18193;348;17
134326;6.15E-06;positive regulation of cellular metabolic process;14306;31325;966;5.210788066;14;14.14213562;ellipse;2.98E-07;false;31325;348;50
134347;6.21E-06;negative regulation of cell death;14306;60548;389;5.207201093;14;10.58300524;ellipse;3.07E-07;false;60548;348;28
133544;6.24E-06;multicellular organismal development;14306;7275;2972;5.204983914;14;21.16601049;ellipse;3.11E-07;false;7275;348;112
136740;6.29E-06;intracellular receptor mediated signaling pathway;14306;30522;77;5.201293815;14;6.92820323;ellipse;3.15E-07;false;30522;348;12
133533;6.85E-06;cell differentiation;14306;30154;1668;5.164593027;14;17.08800749;ellipse;3.46E-07;false;30154;348;73
133302;6.96E-06;regulation of cellular component organization;14306;51128;538;5.157218195;14;11.66190379;ellipse;3.54E-07;false;51128;348;34
138858;7.16E-06;locomotion;14306;40011;440;5.144971348;14;10.95445115;ellipse;3.67E-07;false;40011;348;30
135077;7.83E-06;positive regulation of apoptosis;14306;43065;442;5.106173173;14;10.95445115;ellipse;4.04E-07;false;43065;348;30
134404;8.09E-06;gland morphogenesis;14306;22612;79;5.091823068;14;6.92820323;ellipse;4.21E-07;false;22612;348;12
133762;8.28E-06;blood vessel morphogenesis;14306;48514;220;5.082073967;14;8.94427191;ellipse;4.36E-07;false;48514;348;20
135866;8.28E-06;regulation of lipid kinase activity;14306;43550;8;5.082073967;14;4.472135955;ellipse;4.36E-07;false;43550;348;5
138305;8.36E-06;regulation of cellular component size;14306;32535;283;5.077546696;14;9.591663047;ellipse;4.44E-07;false;32535;348;23
135435;8.49E-06;regulation of locomotion;14306;40012;241;5.07128299;14;9.16515139;ellipse;4.54E-07;false;40012;348;21
135757;8.67E-06;positive regulation of programmed cell death;14306;43068;445;5.062067028;14;10.95445115;ellipse;4.67E-07;false;43068;348;30
133532;8.83E-06;cellular developmental process;14306;48869;1714;5.053858643;14;17.20465053;ellipse;4.79E-07;false;48869;348;74
135377;9.19E-06;positive regulation of cell migration;14306;30335;128;5.036668735;14;7.745966692;ellipse;5.02E-07;false;30335;348;15
135213;9.58E-06;negative regulation of apoptosis;14306;43066;376;5.018461489;14;10.39230485;ellipse;5.27E-07;false;43066;348;27
134804;9.86E-06;Ras protein signal transduction;14306;7265;112;5.006163821;14;7.483314774;ellipse;5.45E-07;false;7265;348;14
134159;1.01E-05;positive regulation of cell death;14306;10942;449;4.994570099;14;10.95445115;ellipse;5.64E-07;false;10942;348;30
133501;1.09E-05;regulation of developmental process;14306;50793;791;4.963536368;14;13.11487705;ellipse;6.10E-07;false;50793;348;43
135734;1.13E-05;regulation of nucleocytoplasmic transport;14306;46822;82;4.946783572;14;6.92820323;ellipse;6.38E-07;false;46822;348;12
134151;1.19E-05;positive regulation of cellular protein metabolic process;14306;32270;290;4.922876439;14;9.591663047;ellipse;6.83E-07;false;32270;348;23
137920;1.19E-05;positive regulation of phosphorylation;14306;42327;131;4.922876439;14;7.745966692;ellipse;6.78E-07;false;42327;348;15
138693;1.24E-05;positive regulation of fibroblast proliferation;14306;48146;32;4.905870386;14;5.656854249;ellipse;7.14E-07;false;48146;348;8
137614;1.26E-05;positive regulation of intracellular protein transport;14306;90316;43;4.898686911;14;6;ellipse;7.31E-07;false;90316;348;9
135097;1.39E-05;protein complex assembly;14306;6461;507;4.856151733;14;11.3137085;ellipse;8.21E-07;false;6461;348;32
135880;1.39E-05;cellular component assembly;14306;22607;913;4.856151733;14;13.7113092;ellipse;8.27E-07;false;22607;348;47
138179;1.39E-05;positive regulation of protein import into nucleus, translocation;14306;33160;15;4.856151733;14;4.898979486;ellipse;8.25E-07;false;33160;348;6
139435;1.39E-05;protein complex biogenesis;14306;70271;507;4.856151733;14;11.3137085;ellipse;8.21E-07;false;70271;348;32
133203;1.50E-05;positive regulation of phosphorus metabolic process;14306;10562;134;4.8228993;14;7.745966692;ellipse;9.09E-07;false;10562;348;15
133204;1.50E-05;positive regulation of phosphate metabolic process;14306;45937;134;4.8228993;14;7.745966692;ellipse;9.09E-07;false;45937;348;15
134937;1.50E-05;angiogenesis;14306;1525;152;4.8228993;14;8;ellipse;9.09E-07;false;1525;348;16
133242;1.56E-05;positive regulation of protein modification process;14306;31401;231;4.808022558;14;8.94427191;ellipse;9.47E-07;false;31401;348;20
135995;1.57E-05;insulin-like growth factor receptor signaling pathway;14306;48009;9;4.803417675;14;4.472135955;ellipse;9.63E-07;false;48009;348;5
135801;1.71E-05;regulation of cell growth;14306;1558;212;4.76634369;14;8.717797887;ellipse;1.05E-06;false;1558;348;19
135424;1.94E-05;positive regulation of locomotion;14306;40017;137;4.712322064;14;7.745966692;ellipse;1.21E-06;false;40017;348;15
139390;1.94E-05;positive regulation of cellular component movement;14306;51272;137;4.712322064;14;7.745966692;ellipse;1.21E-06;false;51272;348;15
133209;2.01E-05;regulation of intracellular protein kinase cascade;14306;10627;323;4.697683205;14;9.797958971;ellipse;1.26E-06;false;10627;348;24
133459;2.38E-05;JAK-STAT cascade;14306;7259;35;4.623638386;14;5.656854249;ellipse;1.50E-06;false;7259;348;8
133456;2.57E-05;regulation of cyclin-dependent protein kinase activity;14306;79;60;4.589907478;14;6.32455532;ellipse;1.63E-06;false;79;348;10
134551;2.59E-05;negative regulation of cell communication;14306;10648;328;4.587316602;14;9.797958971;ellipse;1.65E-06;false;10648;348;24
133780;2.67E-05;regulation of immune system process;14306;2682;424;4.573917606;14;10.58300524;ellipse;1.72E-06;false;2682;348;28
135426;2.67E-05;regulation of cell size;14306;8361;219;4.573917606;14;8.717797887;ellipse;1.72E-06;false;8361;348;19
136422;2.68E-05;cellular component movement;14306;6928;474;4.572197456;14;10.95445115;ellipse;1.74E-06;false;6928;348;30
134364;2.72E-05;negative regulation of signaling pathway;14306;35467;262;4.565666592;14;9.16515139;ellipse;1.77E-06;false;35467;348;21
135752;2.87E-05;phosphoinositide 3-kinase cascade;14306;14065;10;4.541449069;14;4.472135955;ellipse;1.89E-06;false;14065;348;5
136975;2.95E-05;regulation of organelle organization;14306;33043;242;4.530158445;14;8.94427191;ellipse;1.96E-06;false;33043;348;20
138094;2.95E-05;G1 phase of mitotic cell cycle;14306;80;17;4.530158445;14;4.898979486;ellipse;1.96E-06;false;80;348;6
137217;3.40E-05;cellular component biogenesis;14306;44085;1035;4.468332264;14;14.14213562;ellipse;2.27E-06;false;44085;348;50
134060;3.99E-05;cell division;14306;51301;314;4.398712152;14;9.591663047;ellipse;2.68E-06;false;51301;348;23
134753;4.58E-05;protein amino acid autophosphorylation;14306;46777;79;4.339471709;14;6.633249581;ellipse;3.11E-06;false;46777;348;11
134825;4.58E-05;regulation of intracellular protein transport;14306;33157;79;4.339471709;14;6.633249581;ellipse;3.11E-06;false;33157;348;11
137214;4.61E-05;regulation of anatomical structure size;14306;90066;317;4.336203829;14;9.591663047;ellipse;3.15E-06;false;90066;348;23
134248;4.68E-05;regulation of cell adhesion;14306;30155;148;4.33010613;14;7.745966692;ellipse;3.21E-06;false;30155;348;15
134527;4.68E-05;negative regulation of cellular metabolic process;14306;31324;786;4.33010613;14;12.80624847;ellipse;3.22E-06;false;31324;348;41
133636;5.04E-05;response to hypoxia;14306;1666;149;4.297372156;14;7.745966692;ellipse;3.50E-06;false;1666;348;15
136776;5.23E-05;regulation of primary metabolic process;14306;80090;3554;4.281661035;14;22.27105745;ellipse;3.64E-06;false;80090;348;124
134138;5.59E-05;regulation of intracellular transport;14306;32386;97;4.252649855;14;6.92820323;ellipse;3.96E-06;false;32386;348;12
134277;5.59E-05;response to stimulus;14306;50896;3633;4.252649855;14;22.44994432;ellipse;3.96E-06;false;50896;348;126
135497;5.59E-05;G1/S transition of mitotic cell cycle;14306;82;52;4.252649855;14;6;ellipse;3.93E-06;false;82;348;9
135925;6.98E-05;positive regulation of epidermal growth factor receptor activity;14306;45741;6;4.156133042;14;4;ellipse;4.97E-06;false;45741;348;4
134420;7.50E-05;cell migration;14306;16477;281;4.124770404;14;9.16515139;ellipse;5.37E-06;false;16477;348;21
133914;8.02E-05;regulation of protein import into nucleus, translocation;14306;33158;20;4.095977056;14;4.898979486;ellipse;5.76E-06;false;33158;348;6
139139;8.05E-05;neurogenesis;14306;22008;637;4.093955999;14;11.83215957;ellipse;5.82E-06;false;22008;348;35
133227;8.46E-05;tissue development;14306;9888;750;4.072414963;14;12.489996;ellipse;6.15E-06;false;9888;348;39
134029;8.74E-05;negative regulation of cell proliferation;14306;8285;379;4.058501885;14;10;ellipse;6.38E-06;false;8285;348;25
134210;9.12E-05;response to stress;14306;6950;1773;4.039874855;14;16.97056275;ellipse;6.69E-06;false;6950;348;72
135536;9.17E-05;regulation of cell cycle process;14306;10564;138;4.037687664;14;7.483314774;ellipse;6.76E-06;false;10564;348;14
137028;1.01E-04;anti-apoptosis;14306;6916;199;3.997283241;14;8.246211251;ellipse;7.46E-06;false;6916;348;17
134255;1.03E-04;cellular protein localization;14306;34613;433;3.987952958;14;10.39230485;ellipse;7.66E-06;false;34613;348;27
133990;1.04E-04;positive regulation of immune system process;14306;2684;265;3.983482468;14;8.94427191;ellipse;7.78E-06;false;2684;348;20
134426;1.06E-04;cell proliferation;14306;8283;434;3.973957942;14;10.39230485;ellipse;7.99E-06;false;8283;348;27
133233;1.11E-04;neuron projection development;14306;31175;244;3.95382073;14;8.717797887;ellipse;8.41E-06;false;31175;348;19
133394;1.11E-04;regulation of transport;14306;51049;513;3.953817148;14;10.95445115;ellipse;8.45E-06;false;51049;348;30
135764;1.13E-04;protein heterooligomerization;14306;51291;57;3.946129967;14;6;ellipse;8.64E-06;false;51291;348;9
133769;1.13E-04;cellular macromolecule localization;14306;70727;436;3.946042073;14;10.39230485;ellipse;8.68E-06;false;70727;348;27
137278;1.18E-04;regulation of MAPKKK cascade;14306;43408;161;3.928876171;14;7.745966692;ellipse;9.08E-06;false;43408;348;15
135028;1.19E-04;positive regulation of response to stimulus;14306;48584;268;3.925562116;14;8.94427191;ellipse;9.19E-06;false;48584;348;20
136891;1.22E-04;induction of apoptosis;14306;6917;315;3.913887188;14;9.38083152;ellipse;9.49E-06;false;6917;348;22
135758;1.28E-04;induction of programmed cell death;14306;12502;316;3.894212411;14;9.38083152;ellipse;9.97E-06;false;12502;348;22
133843;1.45E-04;positive regulation of protein tyrosine kinase activity;14306;61098;7;3.839403746;14;4;ellipse;1.14E-05;false;61098;348;4
